image_name,entropy,energy,homogenity,contrast,correlation,class
10761_left.jpeg,11.0665,0.0007,0.2244,144.3564,0.921,noRD
10761_right.jpeg,11.4033,0.0006,0.2259,251.1034,0.9157,noRD
10762_right.jpeg,10.1164,0.0013,0.2803,243.8411,0.8284,noRD
1076_right.jpeg,10.5688,0.001,0.2194,136.095,0.8913,noRD
10770_left.jpeg,10.3274,0.0011,0.2535,70.4334,0.9276,noRD
10770_right.jpeg,10.3758,0.0011,0.2638,108.5509,0.907,noRD
10771_left.jpeg,9.9818,0.0015,0.2587,160.9756,0.8629,noRD
10771_right.jpeg,9.8462,0.0015,0.2057,146.2048,0.7555,noRD
10772_left.jpeg,10.1283,0.0014,0.2181,44.7913,0.9564,noRD
10772_right.jpeg,10.1179,0.0013,0.2641,47.7215,0.9362,noRD
10773_left.jpeg,10.4021,0.0012,0.2185,58.6131,0.9543,noRD
10773_right.jpeg,10.4461,0.0011,0.2393,61.503,0.9294,noRD
10777_left.jpeg,10.3584,0.001,0.288,84.3025,0.933,noRD
10777_right.jpeg,10.5403,0.001,0.252,78.1468,0.9447,noRD
10779_left.jpeg,10.5857,0.001,0.3125,199.8447,0.8888,noRD
10779_right.jpeg,9.9865,0.0013,0.3453,284.8239,0.823,noRD
10781_left.jpeg,10.1079,0.0013,0.2723,38.7016,0.9646,noRD
10781_right.jpeg,10.0041,0.0014,0.2936,62.6406,0.9427,noRD
10782_left.jpeg,8.737,0.0029,0.3916,45.8008,0.8902,noRD
10782_right.jpeg,8.1627,0.0055,0.3279,232.2276,0.4515,noRD
10790_left.jpeg,10.3663,0.0012,0.2423,99.511,0.9198,noRD
10791_left.jpeg,10.557,0.0009,0.2734,67.8379,0.9563,noRD
10791_right.jpeg,10.7844,0.0009,0.23,92.6544,0.9326,noRD
10792_left.jpeg,10.6312,0.001,0.2458,53.8147,0.9718,noRD
10792_right.jpeg,9.9087,0.0015,0.2543,92.2315,0.912,noRD
10810_left.jpeg,10.8884,0.0007,0.2533,90.6416,0.9439,noRD
10810_right.jpeg,10.8862,0.0009,0.1998,167.3008,0.8714,noRD
10812_right.jpeg,10.9622,0.0008,0.2255,150.5444,0.9147,noRD
10815_left.jpeg,10.6138,0.0009,0.272,122.7559,0.9414,noRD
10815_right.jpeg,10.7399,0.0009,0.263,276.8109,0.8243,noRD
10827_left.jpeg,9.0478,0.0026,0.2872,128.5123,0.7326,noRD
10827_right.jpeg,10.2812,0.0013,0.2273,95.8107,0.9035,noRD
10831_right.jpeg,10.792,0.0009,0.2557,222.3017,0.9264,noRD
10833_left.jpeg,10.1174,0.0015,0.2418,162.212,0.8036,noRD
10833_right.jpeg,9.7665,0.0016,0.2413,240.4563,0.534,noRD
10835_left.jpeg,10.9443,0.0008,0.2256,109.4797,0.9363,noRD
10835_right.jpeg,10.5656,0.0009,0.2579,110.2071,0.9201,noRD
10839_left.jpeg,10.8326,0.0008,0.2303,142.5533,0.9172,noRD
10839_right.jpeg,11.0056,0.0007,0.2654,90.6487,0.9482,noRD
10842_left.jpeg,9.6699,0.0019,0.2622,194.3268,0.6522,noRD
10842_right.jpeg,9.4269,0.0021,0.3365,349.2284,0.565,noRD
10851_left.jpeg,10.6956,0.001,0.2321,42.6718,0.9735,noRD
10851_right.jpeg,9.7635,0.0017,0.2784,42.3249,0.9421,noRD
10861_left.jpeg,10.7484,0.0009,0.2632,102.8241,0.942,noRD
10861_right.jpeg,10.1948,0.0012,0.2167,117.832,0.829,noRD
10864_left.jpeg,9.7234,0.0018,0.3197,35.7324,0.9628,noRD
10864_right.jpeg,9.5298,0.0018,0.3524,59.89,0.9414,noRD
10865_left.jpeg,9.8683,0.0015,0.2885,242.8704,0.7962,noRD
10865_right.jpeg,10.335,0.0012,0.2502,206.1369,0.8478,noRD
10873_left.jpeg,10.6915,0.001,0.2189,186.9175,0.8704,noRD
10873_right.jpeg,10.8638,0.001,0.2179,187.243,0.9123,noRD
10874_left.jpeg,9.1651,0.0023,0.2577,125.2733,0.679,noRD
10874_right.jpeg,9.4913,0.0019,0.2619,130.209,0.7877,noRD
10879_left.jpeg,10.6546,0.001,0.249,136.6608,0.9231,noRD
10879_right.jpeg,11.1031,0.0007,0.2232,132.5981,0.9276,noRD
10886_left.jpeg,8.8799,0.0029,0.3032,46.0948,0.8525,noRD
10886_right.jpeg,10.0705,0.0014,0.3041,108.0557,0.9073,noRD
10897_left.jpeg,10.7618,0.0008,0.2892,207.4115,0.9332,noRD
10897_right.jpeg,10.6931,0.001,0.2668,99.5456,0.9357,noRD
108_left.jpeg,10.0763,0.0013,0.2283,390.1037,0.5859,noRD
108_right.jpeg,10.6756,0.001,0.2091,261.4281,0.778,noRD
10907_left.jpeg,10.9389,0.0009,0.2395,65.0407,0.9663,noRD
10907_right.jpeg,10.269,0.0012,0.235,124.1541,0.8264,noRD
10908_left.jpeg,10.3649,0.0013,0.2133,50.6504,0.9535,noRD
10908_right.jpeg,10.6398,0.001,0.2138,76.2444,0.9538,noRD
10913_left.jpeg,10.486,0.0011,0.2281,130.0845,0.8828,noRD
10913_right.jpeg,10.3236,0.0012,0.2363,155.2372,0.8373,noRD
10915_left.jpeg,11.0007,0.0007,0.245,56.9264,0.9644,noRD
10915_right.jpeg,10.8812,0.0008,0.2195,91.5523,0.9418,noRD
10916_left.jpeg,10.074,0.0013,0.2376,125.0022,0.882,noRD
10916_right.jpeg,10.5689,0.001,0.2331,170.3246,0.8553,noRD
10919_left.jpeg,10.2858,0.0013,0.2531,126.9723,0.8821,noRD
10919_right.jpeg,9.9859,0.0015,0.2404,165.3437,0.7879,noRD
10923_left.jpeg,10.4355,0.0012,0.2672,606.4658,0.7725,noRD
10923_right.jpeg,10.234,0.0012,0.2711,362.7741,0.6723,noRD
10934_left.jpeg,10.3359,0.0011,0.2529,221.4194,0.7933,noRD
10934_right.jpeg,10.5519,0.0009,0.2842,235.5698,0.865,noRD
10936_left.jpeg,9.3,0.0027,0.3015,28.8983,0.9666,noRD
10936_right.jpeg,9.2974,0.0024,0.3059,35.2019,0.946,noRD
1093_left.jpeg,11.4284,0.0006,0.2266,115.7891,0.9554,noRD
1093_right.jpeg,11.6163,0.0005,0.2294,166.7757,0.9347,noRD
10941_left.jpeg,9.5682,0.0021,0.2225,45.4652,0.8933,noRD
10941_right.jpeg,9.353,0.0021,0.2521,56.4781,0.7933,noRD
10942_left.jpeg,11.0512,0.0008,0.2234,174.1058,0.9127,noRD
10942_right.jpeg,10.8116,0.0008,0.2556,246.9487,0.8417,noRD
10945_left.jpeg,9.1364,0.0025,0.2986,804.9615,0.3111,noRD
10947_left.jpeg,11.2597,0.0006,0.2321,63.4254,0.9659,noRD
10947_right.jpeg,11.2671,0.0007,0.232,89.2488,0.9603,noRD
10960_left.jpeg,8.6687,0.0034,0.2634,21.8051,0.8679,noRD
10960_right.jpeg,8.3899,0.004,0.2527,36.8011,0.7148,noRD
10961_left.jpeg,9.7516,0.0019,0.2492,194.622,0.6917,noRD
10961_right.jpeg,9.4101,0.0021,0.2782,201.7319,0.5433,noRD
10962_left.jpeg,9.9189,0.0015,0.2395,192.0759,0.7055,noRD
10962_right.jpeg,10.0812,0.0013,0.2212,236.4416,0.725,noRD
1096_left.jpeg,9.8121,0.0015,0.2064,137.1124,0.6932,noRD
1096_right.jpeg,10.0075,0.0014,0.2432,188.4375,0.8073,noRD
10974_left.jpeg,9.9163,0.0015,0.2709,551.7581,0.6226,noRD
10974_right.jpeg,9.5397,0.0019,0.2993,388.3781,0.7191,noRD
10975_left.jpeg,10.7037,0.001,0.2278,98.3361,0.9236,noRD
10975_right.jpeg,10.2769,0.0012,0.1955,130.799,0.8287,noRD
10976_right.jpeg,10.1838,0.0013,0.3034,115.2946,0.9089,noRD
10977_left.jpeg,10.6251,0.0009,0.2538,72.5104,0.9483,noRD
10977_right.jpeg,10.8132,0.0009,0.187,183.6915,0.8728,noRD
10983_left.jpeg,10.7796,0.0009,0.2652,100.5357,0.9494,noRD
10983_right.jpeg,10.8461,0.0009,0.2366,84.1637,0.9565,noRD
10988_left.jpeg,10.5242,0.001,0.2367,103.0388,0.9093,noRD
10988_right.jpeg,10.9974,0.0008,0.2206,149.5212,0.9017,noRD
10989_left.jpeg,9.6905,0.0016,0.2962,167.8938,0.8078,noRD
10989_right.jpeg,9.7462,0.0016,0.2842,176.3252,0.818,noRD
10994_left.jpeg,10.2688,0.0011,0.2971,190.1793,0.8947,noRD
10994_right.jpeg,10.6243,0.0009,0.2656,271.7582,0.861,noRD
10_left.jpeg,10.7834,0.0008,0.292,196.3553,0.9016,noRD
10_right.jpeg,9.7223,0.0016,0.2414,54.1841,0.8918,noRD
11003_left.jpeg,10.6307,0.0009,0.2617,72.3468,0.9464,noRD
11003_right.jpeg,11.1626,0.0007,0.2525,90.0196,0.9574,noRD
11008_left.jpeg,9.8597,0.0017,0.2759,140.9037,0.8432,noRD
11008_right.jpeg,10.4005,0.0011,0.273,225.2539,0.858,noRD
11010_right.jpeg,10.2773,0.0011,0.2403,180.1935,0.7935,noRD
11013_left.jpeg,9.8062,0.0016,0.2965,473.9229,0.6534,noRD
11013_right.jpeg,9.4108,0.0021,0.2874,539.1345,0.5866,noRD
11023_left.jpeg,10.3338,0.0013,0.3163,237.2595,0.903,noRD
11023_right.jpeg,9.8956,0.0014,0.3187,144.2594,0.8881,noRD
1102_left.jpeg,9.6983,0.0016,0.287,237.5363,0.7488,noRD
1102_right.jpeg,10.0794,0.0014,0.2402,156.6744,0.8157,noRD
11041_left.jpeg,10.6368,0.0009,0.2637,99.465,0.928,noRD
11041_right.jpeg,10.5084,0.001,0.2164,108.1652,0.9044,noRD
11043_left.jpeg,9.9874,0.0013,0.3148,56.2415,0.9487,noRD
11043_right.jpeg,10.6842,0.0009,0.2478,126.0555,0.9128,noRD
11048_left.jpeg,8.9426,0.0027,0.2281,49.5987,0.7516,noRD
11048_right.jpeg,10.7626,0.0008,0.2934,129.5238,0.927,noRD
11049_left.jpeg,10.713,0.0009,0.2408,95.1592,0.9327,noRD
11049_right.jpeg,11.0429,0.0007,0.2162,138.2274,0.9001,noRD
11056_left.jpeg,10.7794,0.0009,0.2856,75.5473,0.963,noRD
11056_right.jpeg,10.088,0.0013,0.2809,164.3756,0.8943,noRD
11057_right.jpeg,9.1122,0.0025,0.2663,276.1338,0.6837,noRD
11067_left.jpeg,9.869,0.0014,0.3441,277.397,0.7951,noRD
11067_right.jpeg,10.0758,0.0014,0.2495,220.7912,0.7696,noRD
11072_left.jpeg,10.2532,0.0011,0.3414,321.9979,0.8805,noRD
10085_left.jpeg,10.9089,0.0009,0.179,129.1655,0.8714,mild
10085_right.jpeg,10.4368,0.0011,0.2068,119.3269,0.8354,mild
10150_right.jpeg,9.7744,0.0016,0.2038,121.0665,0.7665,mild
10169_right.jpeg,10.7461,0.0008,0.2932,198.6974,0.8998,mild
10177_left.jpeg,10.3239,0.0011,0.2786,89.4221,0.9229,mild
10177_right.jpeg,10.5234,0.0011,0.2491,148.3825,0.8824,mild
1020_left.jpeg,10.7653,0.0008,0.2291,79.6904,0.9197,mild
1020_right.jpeg,10.3371,0.001,0.2555,84.4617,0.8909,mild
10221_right.jpeg,10.3902,0.0013,0.2515,80.0892,0.957,mild
10232_right.jpeg,10.7043,0.0009,0.243,68.2831,0.9517,mild
10233_left.jpeg,10.8692,0.0008,0.2561,151.8428,0.9092,mild
10233_right.jpeg,10.9128,0.0008,0.2409,179.1529,0.8837,mild
10269_left.jpeg,9.9875,0.0016,0.248,108.7915,0.8855,mild
1027_left.jpeg,10.1638,0.0013,0.2425,47.5087,0.9577,mild
10320_right.jpeg,10.5745,0.0009,0.2606,161.636,0.8756,mild
10334_left.jpeg,9.9926,0.0015,0.2164,68.8498,0.9092,mild
10356_right.jpeg,10.2856,0.0013,0.2746,165.0854,0.8869,mild
1036_left.jpeg,10.8418,0.0008,0.2293,145.6423,0.8899,mild
1036_right.jpeg,10.9804,0.0008,0.2168,144.7739,0.883,mild
10426_left.jpeg,9.798,0.0018,0.2457,46.5074,0.9424,mild
1043_left.jpeg,10.6869,0.0009,0.2231,57.7904,0.9545,mild
10468_right.jpeg,9.7773,0.0016,0.2472,287.8852,0.5322,mild
10567_right.jpeg,10.3787,0.0012,0.2446,119.194,0.9135,mild
10594_right.jpeg,10.3366,0.0011,0.2145,145.1427,0.8066,mild
10657_left.jpeg,10.0748,0.0012,0.2494,139.0052,0.8067,mild
10657_right.jpeg,10.3825,0.0012,0.2274,150.6136,0.8535,mild
10672_left.jpeg,11.0669,0.0007,0.2325,111.6372,0.9325,mild
10672_right.jpeg,10.7458,0.0008,0.2398,144.4949,0.8781,mild
10737_right.jpeg,10.8789,0.0008,0.2725,86.444,0.9556,mild
10758_left.jpeg,9.3377,0.0022,0.2157,76.2944,0.7508,mild
10758_right.jpeg,10.2129,0.0011,0.3029,112.6319,0.9081,mild
10762_left.jpeg,9.8725,0.0014,0.2965,104.213,0.8965,mild
1077_left.jpeg,11.1102,0.0008,0.2093,64.6733,0.9699,mild
1077_right.jpeg,11.0757,0.0007,0.2292,102.223,0.9398,mild
10790_right.jpeg,10.0549,0.0013,0.2416,100.8399,0.8618,mild
10812_left.jpeg,10.6145,0.0009,0.2793,194.7781,0.8701,mild
10925_right.jpeg,9.9305,0.0013,0.202,54.2779,0.8828,mild
11007_left.jpeg,10.806,0.0009,0.2303,105.1158,0.9112,mild
11007_right.jpeg,10.9769,0.0008,0.236,93.0595,0.9465,mild
1100_left.jpeg,10.2632,0.0012,0.2574,75.5575,0.931,mild
1100_right.jpeg,10.3818,0.0011,0.2331,79.7494,0.9321,mild
11057_left.jpeg,9.4957,0.002,0.2821,222.1477,0.6781,mild
11101_left.jpeg,9.1713,0.0025,0.3174,38.8142,0.9231,mild
11161_left.jpeg,10.6353,0.001,0.2148,105.511,0.9069,mild
11161_right.jpeg,10.7137,0.0009,0.2376,108.7497,0.9287,mild
11263_left.jpeg,10.0678,0.0015,0.2513,28.1842,0.965,mild
11263_right.jpeg,10.2864,0.0012,0.2565,32.4637,0.9679,mild
11308_right.jpeg,10.1857,0.0012,0.2683,203.4429,0.8266,mild
11315_left.jpeg,10.0661,0.0013,0.2573,94.0993,0.8836,mild
1139_left.jpeg,10.0295,0.0013,0.2475,127.4827,0.8199,mild
11427_right.jpeg,10.2687,0.0013,0.1957,157.8251,0.7402,mild
11437_left.jpeg,9.8894,0.0014,0.281,161.2034,0.8341,mild
11446_left.jpeg,9.4495,0.0019,0.2881,190.1832,0.7241,mild
1145_left.jpeg,10.4621,0.0011,0.3175,140.9398,0.9711,mild
114_left.jpeg,11.6936,0.0004,0.2167,105.533,0.9636,mild
114_right.jpeg,11.5121,0.0006,0.2347,142.0624,0.9539,mild
11500_left.jpeg,10.1284,0.0013,0.3023,172.9574,0.8783,mild
11500_right.jpeg,9.6986,0.0017,0.2387,292.077,0.6075,mild
11505_left.jpeg,10.4081,0.001,0.2994,77.3587,0.9382,mild
11505_right.jpeg,10.8522,0.0008,0.2569,88.4137,0.9498,mild
11526_left.jpeg,10.1369,0.0012,0.329,174.6568,0.9105,mild
11526_right.jpeg,10.6389,0.001,0.3138,209.7423,0.8971,mild
11547_left.jpeg,11.0387,0.0007,0.2337,72.5133,0.9608,mild
11547_right.jpeg,10.7812,0.0008,0.2331,81.5646,0.9475,mild
11724_left.jpeg,9.4396,0.0021,0.2596,237.9262,0.5158,mild
11736_left.jpeg,10.5158,0.0011,0.2343,127.3483,0.9006,mild
11738_left.jpeg,10.5554,0.0011,0.2279,54.5175,0.9549,mild
11740_left.jpeg,10.4901,0.001,0.2867,171.1284,0.91,mild
11758_left.jpeg,10.3802,0.0011,0.2551,320.7857,0.7577,mild
11758_right.jpeg,10.7104,0.001,0.2438,185.8821,0.884,mild
11779_left.jpeg,10.7124,0.0009,0.2431,218.904,0.829,mild
11815_right.jpeg,11.1549,0.0007,0.2457,160.3583,0.9065,mild
11818_left.jpeg,10.1428,0.0013,0.2645,57.3725,0.9282,mild
11818_right.jpeg,10.7102,0.001,0.2002,98.0142,0.9328,mild
11915_left.jpeg,10.1084,0.0013,0.2472,85.4816,0.8821,mild
11929_left.jpeg,10.463,0.001,0.2338,92.2088,0.9213,mild
11929_right.jpeg,10.6142,0.001,0.227,108.0804,0.9273,mild
11937_right.jpeg,10.6587,0.0009,0.289,152.6036,0.906,mild
11959_left.jpeg,10.5677,0.001,0.2544,168.8496,0.8782,mild
11959_right.jpeg,10.8666,0.0009,0.2175,185.6887,0.8729,mild
11983_left.jpeg,10.6487,0.0009,0.2267,208.6899,0.8181,mild
11995_left.jpeg,10.0279,0.0013,0.2381,85.297,0.8674,mild
11995_right.jpeg,9.7763,0.0015,0.2566,101.2874,0.846,mild
12018_right.jpeg,10.6245,0.0009,0.3615,115.641,0.9601,mild
12063_left.jpeg,10.0824,0.0015,0.2498,51.1871,0.9618,mild
12070_right.jpeg,10.1857,0.0012,0.2421,48.8513,0.9189,mild
12114_left.jpeg,9.4337,0.002,0.2811,220.3867,0.7926,mild
12170_left.jpeg,10.1826,0.0012,0.2273,74.4354,0.889,mild
12170_right.jpeg,10.589,0.0009,0.262,93.4609,0.9199,mild
12227_left.jpeg,10.8698,0.0008,0.2471,54.0674,0.9649,mild
12227_right.jpeg,10.4909,0.001,0.263,80.1502,0.937,mild
12233_left.jpeg,10.316,0.0012,0.2226,141.2734,0.8513,mild
12241_left.jpeg,11.1891,0.0007,0.2065,83.8469,0.9561,mild
12278_left.jpeg,9.8942,0.0016,0.2823,57.6157,0.9242,mild
12278_right.jpeg,10.0107,0.0014,0.3435,71.9504,0.9497,mild
12311_left.jpeg,10.2152,0.0012,0.2371,57.8438,0.9156,mild
12311_right.jpeg,10.0,0.0013,0.2652,51.3717,0.9303,mild
12372_left.jpeg,11.0924,0.0007,0.2415,203.775,0.9005,mild
12386_right.jpeg,10.394,0.0011,0.2408,86.9007,0.92,mild
12397_left.jpeg,10.8218,0.0009,0.2214,107.9154,0.93,mild
12397_right.jpeg,10.448,0.001,0.2228,111.9518,0.8617,mild
12444_left.jpeg,10.8655,0.0009,0.264,123.3596,0.9531,mild
12452_left.jpeg,10.9072,0.0008,0.2518,54.5486,0.9727,mild
12496_right.jpeg,10.7481,0.0009,0.2213,116.4843,0.9156,mild
12514_right.jpeg,9.9322,0.0015,0.2404,66.4233,0.8871,mild
12515_right.jpeg,11.061,0.0007,0.2417,105.1332,0.946,mild
12547_left.jpeg,10.2756,0.0011,0.2802,93.3942,0.918,mild
12547_right.jpeg,10.011,0.0014,0.2309,97.2883,0.8671,mild
12554_left.jpeg,10.5279,0.0011,0.2479,116.1619,0.9054,mild
12554_right.jpeg,10.8029,0.0011,0.213,188.0677,0.8478,mild
12563_left.jpeg,9.5683,0.0017,0.2531,146.2585,0.7331,mild
12577_left.jpeg,10.15,0.0013,0.225,42.3172,0.9552,mild
12577_right.jpeg,10.1825,0.0013,0.2416,54.8661,0.937,mild
1266_left.jpeg,10.2181,0.0012,0.2643,70.0125,0.9148,mild
1266_right.jpeg,9.7299,0.0016,0.2594,41.2545,0.9119,mild
12675_right.jpeg,10.686,0.0009,0.2545,122.8284,0.9078,mild
12683_left.jpeg,9.9015,0.0015,0.2535,82.0452,0.864,mild
12683_right.jpeg,10.7575,0.0009,0.2259,98.0129,0.9194,mild
1277_left.jpeg,10.3881,0.0011,0.2551,147.4421,0.8716,mild
12795_left.jpeg,10.6352,0.0009,0.2807,198.2851,0.8794,mild
12810_left.jpeg,9.5101,0.0017,0.2867,143.3747,0.8218,mild
1283_left.jpeg,10.5131,0.001,0.2325,51.5508,0.94,mild
12872_right.jpeg,10.8431,0.0009,0.2282,231.4222,0.8691,mild
12903_right.jpeg,10.9251,0.0008,0.2558,100.2804,0.9458,mild
12922_left.jpeg,10.5582,0.001,0.2478,154.2081,0.8632,mild
12990_right.jpeg,10.1304,0.0014,0.2557,250.2262,0.883,mild
13027_right.jpeg,11.1727,0.0007,0.2479,98.577,0.959,mild
13043_left.jpeg,10.1215,0.0013,0.297,88.6593,0.9143,mild
13043_right.jpeg,9.9133,0.0016,0.2836,210.2787,0.7962,mild
13126_left.jpeg,10.617,0.0011,0.2298,119.1036,0.9056,mild
13158_left.jpeg,10.1805,0.0013,0.2474,51.2865,0.9488,mild
13169_left.jpeg,9.9341,0.0014,0.2556,188.9943,0.7952,mild
13209_left.jpeg,10.6782,0.0009,0.3006,115.4609,0.9434,mild
13209_right.jpeg,10.7846,0.0009,0.2194,62.9129,0.9441,mild
13267_left.jpeg,9.0994,0.0026,0.2726,43.1881,0.8843,mild
13341_right.jpeg,10.0961,0.0012,0.2247,85.0848,0.8781,mild
13345_right.jpeg,10.1769,0.0013,0.2627,82.4356,0.937,mild
13376_left.jpeg,10.302,0.0011,0.256,115.6842,0.8779,mild
13376_right.jpeg,10.4685,0.0011,0.2108,134.6965,0.8721,mild
1343_left.jpeg,10.6595,0.0011,0.2458,61.452,0.9684,mild
1343_right.jpeg,10.859,0.0009,0.2528,135.7651,0.9364,mild
13490_left.jpeg,10.9461,0.0007,0.2525,74.4735,0.9569,mild
13490_right.jpeg,10.9573,0.0007,0.2574,92.2899,0.9484,mild
13493_right.jpeg,9.8682,0.0016,0.2322,374.1476,0.6895,mild
13494_right.jpeg,10.2664,0.0013,0.2669,273.4047,0.8043,mild
13502_left.jpeg,11.3778,0.0006,0.2097,69.9881,0.9675,mild
13517_left.jpeg,11.1453,0.0006,0.2227,114.1741,0.9163,mild
13517_right.jpeg,11.1264,0.0006,0.2326,114.9626,0.9315,mild
13522_left.jpeg,10.8463,0.0009,0.2448,53.9989,0.9738,mild
13527_right.jpeg,9.9382,0.0016,0.2939,160.2447,0.8829,mild
13569_left.jpeg,9.8555,0.0014,0.2547,108.0769,0.8402,mild
13569_right.jpeg,9.995,0.0014,0.2391,98.7407,0.8203,mild
13600_right.jpeg,10.2618,0.0012,0.2142,165.2883,0.7805,mild
13643_right.jpeg,9.3219,0.0021,0.2349,57.9652,0.7573,mild
13659_left.jpeg,10.2663,0.0011,0.2501,109.2619,0.876,mild
13693_right.jpeg,10.3559,0.0012,0.238,171.866,0.8132,mild
1369_left.jpeg,9.9962,0.0014,0.267,38.4863,0.9566,mild
1369_right.jpeg,9.9761,0.0014,0.2932,52.5312,0.9396,mild
13708_left.jpeg,10.5544,0.001,0.2659,64.8693,0.9432,mild
13708_right.jpeg,9.7619,0.0016,0.2235,107.9872,0.7343,mild
13730_left.jpeg,10.0613,0.0013,0.2121,198.5859,0.7265,mild
1374_right.jpeg,8.8972,0.0028,0.2832,68.7913,0.6907,mild
13751_left.jpeg,9.5706,0.0019,0.265,210.6051,0.625,mild
13751_right.jpeg,9.4301,0.0021,0.2546,228.5385,0.5211,mild
13753_right.jpeg,10.4772,0.001,0.2331,83.9097,0.9328,mild
13762_right.jpeg,10.0967,0.0013,0.2565,111.1289,0.883,mild
13766_left.jpeg,9.7357,0.0016,0.2531,74.7549,0.8418,mild
13766_right.jpeg,10.2261,0.0013,0.2604,77.9737,0.9317,mild
13770_left.jpeg,9.7919,0.0016,0.2488,192.9831,0.647,mild
13891_left.jpeg,9.8808,0.0018,0.2491,125.491,0.8591,mild
13891_right.jpeg,10.6493,0.001,0.2674,90.3179,0.9474,mild
13909_right.jpeg,10.7838,0.0008,0.3135,100.2364,0.9546,mild
13945_left.jpeg,10.8161,0.0009,0.2453,173.7705,0.8783,mild
13945_right.jpeg,9.7755,0.0016,0.2708,142.8851,0.7996,mild
13971_left.jpeg,10.8053,0.0008,0.2217,105.5839,0.9084,mild
13994_left.jpeg,10.2513,0.0012,0.29,111.8745,0.9103,mild
14008_right.jpeg,10.7839,0.0009,0.2494,137.4971,0.9177,mild
14041_left.jpeg,10.9614,0.0008,0.2336,241.583,0.8403,mild
1409_left.jpeg,10.7171,0.0009,0.2526,88.3456,0.9297,mild
14110_left.jpeg,10.5876,0.0009,0.2505,90.7241,0.9445,mild
14110_right.jpeg,10.6178,0.001,0.2273,80.6433,0.9454,mild
14139_right.jpeg,10.567,0.0009,0.342,119.2308,0.961,mild
14152_left.jpeg,10.2011,0.0013,0.2487,168.0522,0.8502,mild
14191_left.jpeg,10.1283,0.0013,0.2447,80.8599,0.896,mild
14191_right.jpeg,10.3765,0.0011,0.2341,81.8227,0.903,mild
14227_left.jpeg,10.4843,0.0011,0.2514,109.4854,0.9016,mild
14227_right.jpeg,10.6196,0.0009,0.2771,136.8661,0.8928,mild
14248_left.jpeg,10.4291,0.0011,0.2287,212.1462,0.784,mild
14248_right.jpeg,10.6417,0.001,0.1937,167.0863,0.846,mild
14251_left.jpeg,10.7325,0.0008,0.2742,152.8911,0.9236,mild
14251_right.jpeg,9.8109,0.0017,0.2606,440.5775,0.6122,mild
14336_left.jpeg,9.642,0.0019,0.2673,599.0967,0.5538,mild
14353_right.jpeg,10.0876,0.0013,0.2378,130.5366,0.8221,mild
14356_right.jpeg,10.0444,0.0013,0.198,70.6938,0.8665,mild
14367_left.jpeg,10.0772,0.0013,0.2566,193.5606,0.8077,mild
14371_right.jpeg,11.4366,0.0006,0.2442,97.4177,0.9599,mild
14403_left.jpeg,10.6564,0.0009,0.2755,75.3343,0.951,mild
14403_right.jpeg,10.6077,0.001,0.2299,169.0221,0.8697,mild
14456_right.jpeg,10.3029,0.0012,0.2885,59.9344,0.9476,mild
14467_right.jpeg,10.4836,0.0011,0.2933,190.1933,0.9296,mild
14501_right.jpeg,10.5288,0.001,0.2067,158.8967,0.8396,mild
14587_right.jpeg,9.8095,0.0015,0.2833,75.0158,0.9224,mild
14614_left.jpeg,10.2636,0.0011,0.2535,84.7069,0.909,mild
14614_right.jpeg,10.5087,0.0011,0.2214,101.8345,0.9174,mild
14615_right.jpeg,10.8676,0.0008,0.2311,162.31,0.8815,mild
14627_right.jpeg,10.8237,0.0008,0.234,90.4902,0.9241,mild
14650_left.jpeg,10.7094,0.0008,0.2573,88.2618,0.9404,mild
14710_left.jpeg,10.2475,0.0012,0.2494,62.5762,0.9356,mild
14721_right.jpeg,10.7977,0.0008,0.2671,83.4281,0.9472,mild
14773_right.jpeg,9.3233,0.0021,0.2392,52.8168,0.7832,mild
14805_right.jpeg,10.8382,0.0008,0.3269,111.1931,0.9525,mild
14816_left.jpeg,10.4726,0.0011,0.2262,81.2727,0.927,mild
14816_right.jpeg,10.4462,0.001,0.2584,97.0077,0.9072,mild
14825_left.jpeg,9.5649,0.0022,0.3287,149.735,0.8766,mild
14825_right.jpeg,9.5244,0.0022,0.3123,186.5539,0.8579,mild
14846_left.jpeg,10.8204,0.0008,0.2434,151.652,0.8973,mild
14901_left.jpeg,9.4057,0.0023,0.2541,53.0393,0.8811,mild
14902_left.jpeg,10.7329,0.0009,0.2221,65.227,0.9557,mild
14902_right.jpeg,10.2741,0.0011,0.2283,51.2501,0.9279,mild
14936_left.jpeg,10.5254,0.0011,0.2547,57.3406,0.9546,mild
14936_right.jpeg,10.5856,0.001,0.2585,87.3678,0.9357,mild
14938_left.jpeg,10.4265,0.0011,0.2454,56.1048,0.9482,mild
14967_left.jpeg,10.2951,0.0011,0.2468,72.9907,0.9214,mild
14989_left.jpeg,10.1026,0.0013,0.2125,367.5269,0.564,mild
15000_left.jpeg,10.9305,0.0008,0.2173,62.262,0.9542,mild
15029_left.jpeg,10.3107,0.0013,0.236,177.8125,0.7957,mild
15029_right.jpeg,10.0011,0.0015,0.2438,207.4366,0.6801,mild
15037_left.jpeg,10.9805,0.0006,0.2817,69.8179,0.9727,mild
15083_right.jpeg,10.3796,0.001,0.2238,156.1891,0.8171,mild
15151_left.jpeg,9.8574,0.0017,0.2479,137.3618,0.743,mild
15190_right.jpeg,10.3654,0.0011,0.2075,85.0685,0.8431,mild
